target,num_characters,num_words,text
0,34,8,you alway been the braini one
0,62,14,no dear i do have free messag without ani recharg hi hi hi
0,41,9,i dont know exactli could you ask chechi
1,157,32,urgent we are tri to contact today draw show that you have won a prize guarante call 09050001295 from land line claim a21 valid 12hr onli
0,38,10,great i shoot big load so get readi
0,147,35,how are you my love are you with your brother time to talk english with him grin say hey muhommad penni say hello from across the sea
0,44,11,hey come onlin use msn we are all there
0,107,25,anyway i do think i can secur anyth up here lem me know if you want me to drive down south and chill
0,59,15,and do you have ani one that can teach me how to ship car
0,59,16,he tell not to tell ani one if so treat for me hi hi hi
0,36,7,rememb to ask alex about hi pizza
0,59,14,sorri da thangam veri veri sorri i am held up with prasad
0,72,19,yetund i in class can you not run water on it to make it pl now
0,32,7,no call messag miss call
0,25,6,it good to hear from you
0,59,13,do u still have plumber tape and a wrench we could borrow
0,102,27,mmm that better now i got a roast down me b better if i had a few drink down me 2 good indian
0,198,43,a pure heart person can have a wonder smile that make even enemi to feel guilti for be an enemi so catch the world with your smile goodmorn amp have a smiley sunday
0,109,28,i gon na be home soon and i do want to talk about thi stuff anymor tonight k i cri enough today
1,158,30,free for 1st week no1 nokia tone 4 ur mob everi week just txt nokia to 8007 get txting and tell ur mate pobox 36504 w45wq
0,117,36,my friend just got here and say he up hi order by a few gram he got lt gt when can you get here
0,53,11,i have a rather promin bite mark on my right cheek
0,40,10,lol where do u come up with these idea
0,97,23,lem me know when i can swing by and pick up i free basic ani time after 1 all thi semest
0,44,12,i wa just callin to say hi take care bruv
0,4,3,u 2
0,49,13,i got your back do you have ani dislik in bed
0,107,26,it on in engalnd but telli ha decid it wo let me watch it and mia and elliot were kiss damn it
0,95,24,all these nice new shirt and the onli thing i can wear them to is nudist theme you in mu
0,21,5,ü call dad oredi
0,43,12,did tri g and i decid not to head out
0,159,43,when i wa born god said oh no anoth idiot when you were born god said oh no competit who knew one day these two will becom freind forev
0,112,30,hey what happen u switch off ur cell d whole day thi isnt good now if u do care give me a call tomorrow
1,71,16,500 free text msg just text ok to 80488 and we credit your account
0,33,10,ok thanx gd nite 2 ü too
0,53,15,ok but tell me half an hr b4 u come i need 2 prepar
0,33,9,should i send you naughti pix
1,183,36,forward from 21870000 hi thi is your mailbox messag sm alert you have 4 messag you have 21 match pleas call back on 09056242159 to retriev your messag and match
0,22,7,ok lor but buy wat
0,38,11,we have all rounder so not requir
0,132,33,sorri i miss you babe i wa up late and slept in i hope you enjoy your drive lesson boytoy i miss you too teas kiss
0,32,9,i think it all still in my car
0,96,23,so your tell me i coulda been your real valentin and i wa u never pick me for noth
0,33,8,feel like tri kadeem again v
0,11,3,ok thanx
0,103,22,let there be snow let there be snow thi kind of weather bring ppl togeth so friendship can grow
1,154,31,knock knock txt whose there to 80082 to enter r weekli draw 4 a gift voucher 4 a store of yr choic t cs age16 to
0,66,17,that cool he be here all night lem me know when you around
0,148,32,when peopl see my msg they think iam addict to msging they are wrong bcoz they know that iam addict to my sweet friend bslvyl
0,135,32,and stop wonder wow is she ever go to stop me becaus i will tm you whenev i want becaus you are mine laugh
0,40,12,lolnic i went from a fish to water
0,47,12,xy tri smth now u eat alreadi we havent
0,138,32,hey next sun 1030 there a basic yoga cours at bugi we can go for that pilat intro next sat tell me what time you r free
0,57,16,hi i wo b ard 4 christma but do enjoy n merri
0,33,7,have you alway been say welp
0,134,37,havent mu ask if u can 1st wat of meet 4 lunch den u n him meet can alreadi lor or u wan 2 go ask da ge 1st then confirm w me asap
0,138,33,everi night take a warm bath drink a cup of milk and you see a work of magic you still need to loos weight just so that you know
0,94,20,it doesnt make sens to take it there unless it free if you need to know more
1,149,28,xxxmobilemovieclub to use your credit click the wap link in the next txt messag or click here http
0,86,20,i agre so i can stop thinkin about ipad can you pleas ask macho the same question
0,84,18,is there ani movi theatr i can go to and watch unlimit movi and just pay onc
0,22,5,bugi oso near wat
0,127,22,one of the joy in lifei wake up each daywith thought that somewheresomeon care enough tosend a warm morn greet
0,76,20,but am go to colleg what to do are els ill come there it self pa
0,65,19,i am liter in bed and have been up for like lt gt hour
1,150,25,panason bluetoothhdset free nokia free motorola free doublemin doubletxt on orang contract call mobileupd8 on 08000839402 or call 2optout
0,76,16,yeah my usual guy out of town but there definit peopl around i know
0,27,7,sir wait for your mail
0,51,10,tell them no need to investig about me anywher
0,85,20,lol they do know about my awesom phone i could click delet right now if i want
0,63,17,i told him that i return it that should i re order it
0,72,22,i m park next to a mini when are you come in today do you think
1,101,22,hot live fantasi call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
0,51,11,i will take care of financi will help
0,65,13,dont think so it turn off like randomlli within 5min of open
0,43,12,ü bot note oredi co i juz rem i got
0,40,8,if you are not cough then it noth
0,23,7,hey u still at the gym
0,29,7,pl send me your address sir
0,263,75,plz note if anyon call from a mobil amp ask u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of to make use of the sim card no itz confirmd by nokia n motorola n ha been verifi by cnn ibn
0,32,9,mmmm i cant wait to lick it
1,160,33,marvel mobil play the offici ultim game on ur mobil right now text spider to 83338 for the game we ll send u a free 8ball wallpap
0,70,16,damn can you make it tonight or do you want to just wait til tomorrow
0,56,15,k i be sure to get up befor noon and see what what
1,163,29,import inform 4 orang user 0789xxxxxxx today is your lucki day 2find out whi log onto http there a fantast surpris await you
0,75,17,sir you will receiv the account no anoth 1hr time sorri for the delay
0,297,76,i had been hope i would not have to send you thi messag my rent is due and i dont have enough for it my reserv are complet gone it a loan i need and wa hope you could her the balanc is lt gt is there a way i could get that from you till mid march when i hope to pay back
0,13,5,ü v ma fan
0,103,21,how stupid to say that i challeng dont think at all on what i write instead you respond im
0,31,11,like lt gt same question
0,28,5,probabl a coupl hour top
0,24,5,have you start in skye
0,28,7,do you know when the result
0,139,29,olol i print out a forum post by a guy with the exact same prob which wa fix with a gpu replac hope they dont ignor that
0,71,19,now onli i reach home i am veri tire now i will come tomorro
0,56,16,hi i sorri i miss your call can you pl call back
0,70,15,nimbomson yep phone know that one obvious co that a real word
0,48,13,how come guoyang go n tell her then u told her
0,77,20,yep the great loxahatche xma tree burn of lt gt start in an hour
1,106,20,camera you are award a sipix digit camera call 09061221066 fromm landlin deliveri within 28 day
1,73,16,monthli password for wap is use your wap phone not pc
0,115,27,i ju hope it true that missin me co i realli missin him you have done anyth to feel guilti about yet
0,234,52,idk you keep say that you not but sinc he move we keep but head over freedom respons and i tire i have so much other shit to deal with that i bare keep myself togeth onc thi get ad to it
0,49,10,oh then your phone phone me but it disconnect
0,85,18,also that chat wa awesom but do make it regular unless you can see her in person
0,69,17,tell them u have a headach and just want to use 1 hour of sick time
0,185,38,in xam hall boy ask girl tell me the start term for di answer i can den manag on my own after lot of hesit n lookin around silent she said the intha ponnungal ipaditan
0,35,11,lmao take a pic and send it to me
0,26,6,sat right okay thank
0,44,9,theoret yeah he could be abl to come
0,27,7,i leav my hous now
0,157,36,i wait for cornwal hope tonight too bad as well but rock night shite anyway go for a kip now have a good night speak to you soon
0,36,8,now that go to ruin your thesi
0,46,14,o i play smash bro lt gt religi
0,8,3,thank u
0,50,11,wa playng 9 door game and gt race on phone lol
0,38,10,shall i send that exe to your mail id
0,25,8,do ü noe if ben is go
1,152,27,custom servic announc we recent tri to make a deliveri to you but were unabl to do so pleas call 07090298926 to
0,36,9,but we havent got da topic yet rite
0,35,7,wif my famili book tour packag
0,58,15,sir i am wait for your call onc free pleas call me
0,41,15,x2 lt gt are you go to get that
1,151,33,u r a winner u ave been special select 2 receiv cash or a 4 holiday flight inc speak to a live oper 2 claim 18
0,41,11,good even thi is roger how are you
0,83,19,sound like you have mani talent would you like to go on a dinner date next week
0,77,18,hey are you go to quit soon xuhui and i work till end of the month
0,28,9,you did hear it from me
0,57,14,ye it possibl but dint tri pl dont tell to ani one k
0,54,15,a boy wa late 2 home hi father power of frndship
0,61,15,whi is that princess i bet the brotha are all chase you
0,62,12,design is softwar develop and may be she get chennai
0,33,9,i wif him now buy tix lar
0,53,12,have left yet so probabl gon na be here til dinner
1,157,23,u can win of music gift voucher everi week start now txt the word draw to 87066 tsc
0,86,18,sure but sinc my parent will be work on tuesday i do realli need a cover stori
1,47,10,you have receiv your mobil content enjoy
0,80,17,k fyi x ha a ride earli tomorrow morn but he crash at our place tonight
0,91,25,eh sorri leh i din c ur msg not sad alreadi lar me watch tv now u still in offic
0,121,29,well at thi right i gon na have to get up and check today steam so text me when you want me to come get you
0,111,27,i do know what u mean is the king of not havin credit i goin2b now night night sweet only1mor sleep
0,65,14,read gud habit nan bari hudgi yorg pataistha ertini kano
1,155,32,urgent you have won a 1 week free membership in our prize jackpot txt the word claim to no 81010 t c lccltd pobox 4403ldnw1a7rw18
0,74,16,hi frnd which is best way to avoid missunderstd wit our belov one
0,32,9,whi did u call on your lunch
1,152,34,your chanc to be on a realiti fantasi show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a nation rate call
0,36,9,ok how you dear did you call chechi
0,31,10,ok i msg u b4 i leav my hous
0,38,10,anytim all the best with it
0,34,10,eh den sat u book e kb liao huh
0,18,6,think of u x
0,38,10,hi dude hw r u da reali mise u today
0,60,19,i put it on now it should be readi for lt time gt
0,125,34,oh i wa thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb oki lor u call me when readi
0,32,7,you didnt complet your gist oh
0,52,10,my sister clear two round in birla soft yesterday
0,31,6,senthil group compani apnt 5pm
1,153,28,500 new mobil from 2004 must go txt nokia to no 89545 collect your today from onli 2optout txtauction
0,65,14,no problem we will be spend a lot of qualiti time togeth
0,141,28,smile in pleasur smile in pain smile when troubl pour like rain smile when sum1 hurt u smile becoz someon still love to see u smile
0,56,13,yup no more alreadi thanx 4 print n hand it up
0,41,9,everi monday nxt week vl be complet
1,160,35,had your contract mobil 11 mnth latest motorola nokia etc all free doubl min text on orang tariff text ye for callback no to remov from record
0,125,32,neither in sterm voic i studi all fine with me not sure the thing will be resolv tho anyway have a fab hol
1,158,42,hi i sue i am 20 year old and work as a lapdanc i love sex text me live i i my bedroom now text sue to by textoper g2 1da 150ppmsg
0,127,29,give her someth to drink if she take it and doe vomit then you her temp might drop if she unmit howev let me know
0,58,15,i am real babi i want to bring out your inner tigress
0,66,18,it fine imma get a drink or somethin want me to come find you
0,77,19,we are hope to get away by 7 from langport you still up for town tonight
0,116,28,lol pleas do actual send a pic of yourself right now i wan na see pose with a comb and hair dryer or someth
0,77,18,what time you think you have it need to know when i should be near campu
0,88,23,eh ur laptop got no stock lei he say mon muz come again to take a look c got a not
0,31,10,hi da how is the today class
0,33,8,boooo you alway work just quit
0,132,30,hello wen u finish fanci meetin up wiv u all tonit as i need a break from dabook did 4 hr last today of wrk
1,161,37,congrat 1 year special cinema pass for 2 is your call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free 150pm dont miss out
0,118,26,who were those peopl were you in a tour i thought you were do that sofa thing you sent me your curiou sugar
0,42,11,orh i tot u say she now still dun believ
0,84,23,hey darlin i can pick u up at colleg if u tell me wen where 2 mt love pete xx
0,27,8,aight no rush i ask jay
1,112,22,call 09095350301 and send our girl into erot ecstaci just to stop text call 08712460324 nat rate
0,115,30,haha where got so fast lose weight thk muz go 4 a month den got effect gee later we go aust put bk e weight
0,49,11,hey what up charl sorri about the late repli
0,26,7,rofl it true to it name
0,42,12,i know you are can you pl open the back
0,33,8,thank for love me so you rock
0,116,25,good she wa wonder if you wont say hi but smile now so how are you cope with the long distanc
0,175,40,hmmm and imagin after you come home from that have to rub my feet make me dinner and help me get readi for my date are you sure your readi for that kind of life
0,137,30,even u dont get in troubl while convinc just tel him onc or twice and just tel neglect hi msg dont c and read it just dont repli
0,34,10,i dont knw pa i just drink milk
0,297,70,oh shit i thought that wa your trip loooooool that just make so much more sens now grin and the sofa refer wa the sleep on a couch link you sent me wa that how you went on your trip oh and did your babe go with you for that celebr with your rent
0,45,17,that cool i come by like lt gt ish
0,22,5,your pussi is perfect
0,17,3,yeah whatev lol
1,157,31,had your mobil 10 mth updat to latest orang phone for free save with free call text ye for a callback orno to opt out
0,78,20,i though we shd go out n have some fun so bar in town or someth sound ok
0,240,53,the guy at the car shop who wa flirt with me got my phone number from the paperwork and call and text me i nervou becaus of cours now he may have my address should i call hi boss and tell him know thi may get him fire
1,124,28,how come it take so littl time for a child who is afraid of the dark to becom a teenag who want to stay out all night
0,8,2,my phone
0,96,29,hi can i pleas get a lt gt dollar loan from you pay you back by mid februari pl
0,77,22,k will do addi amp i are do some art so i be here when you get home
0,77,18,noooooooo pleas last thing i need is stress for onc in your life be fair
0,71,15,great never been better each day give even more reason to thank god
0,50,11,geeeee your internet is realli bad today eh
0,97,25,messag from i am at truro hospit on ext you can phone me here as i have a phone by my side
0,85,21,hello just got here st it a long way it cold i will keep you post
1,163,30,call 09090900040 listen to extrem dirti live chat go on in the offic right now total privaci no one know your sic listen 60p min
0,24,8,k k ani special today
0,61,14,i go 2 orchard now lareadi me reach soon u reach
0,134,27,how it go got ani excit karaok type activ plan i debat whether to play footbal thi eve feel lazi though
0,24,6,we still on for tonight
0,40,11,my sister got place in birla soft da
0,34,9,you will go to walmart stay
0,18,5,wat u do there
0,48,10,small problem in auction punj now ask tiwari
0,31,7,i told your number to gautham
0,31,9,s s first time dhoni rock
0,327,90,lt gt of pple marri with their lover becz they hav gud undrstndng dat avoid problem i sent di 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break thi chain if you break you will suffer send thi to lt gt frnd in lt gt min whn u read
0,98,18,anyth is valuabl in onli 2 situat befor get it after loos it
0,121,31,hey a guy i know is breath down my neck to get him some bud anyway you be abl to get a half track to usf tonight
0,38,10,am i that much bad to avoid like thi
0,58,14,thank and or bomb and date as my phone want to say
0,156,37,good afternoon sexi bun how goe the job search i wake and you are my first thought as alway my love i wish your fine and happi and know i ador you
0,71,15,i to am look forward to all the sex cuddl onli two more sleep
0,28,7,good no swimsuit allow
0,142,35,hello no news on job they are make me wait a fifth week yeah im up for some woozl and weasel in exet still but be home about 3
0,159,39,good afternoon my love how goe your day what are you up to i woke earli and am onlin wait for you hmmm italian boy is onlin i see grin
0,62,14,nah wednesday when should i bring the mini cheeto bag over
0,93,23,raji pl do me a favour pl convey my birthday wish to nimya pl today is her birthday
0,42,11,my drive can onli be read i need to write
0,156,33,a swt thought nver get tire of do littl thing 4 lovabl person coz somtim those littl thing occupi d biggest part in their heart gud ni8
0,48,10,cool we will have fun practic make babi
0,34,8,u guy never invit me anywher
0,32,4,were somewher on fredericksburg
0,22,3,headin toward busetop
0,30,8,then u go ikea str aft dat
1,40,10,rct thnq adrian for u text rgd vatian
1,197,38,thank for your rington order refer number x49 your mobil will be charg should your tone not arriv pleas call custom servic from text txtstar
1,146,30,you are guarante the latest nokia phone a 40gb ipod mp3 player or a prize txt word collect to no 83355 ibhltd ldnw15h
0,79,17,well obvious not becaus all the peopl in my cool colleg life went home
0,35,10,no prob i will send to your email
0,74,18,o we cant see if we can join deni and mina or doe deni want alon time
0,27,6,dont gim me that lip caveboy
0,106,29,hello beauti r u ok i kinda ad a row wiv and he walk out the pub i want a night wiv u miss u
0,66,14,that cool sometim slow and gentl sonetim rough and hard
1,152,33,eastend tv quiz what flower doe dot compar herself to violet tulip lili txt d e or f to 84025 now 4 chanc 2 win cash
0,75,17,not cours onli math one day one chapter with in one month we can finish
0,38,8,life all mone eppolum oru pole allalo
0,78,16,well it not like you actual call someon a punto that woulda been wors
0,40,9,what is the plural of the noun research
0,69,17,sorri i not gone to that place do so tomorrow realli sorri
1,153,21,save money on wed lingeri at choos from a superb select with nation deliveri brought to you by weddingfriend
0,183,56,onli 2 student solv thi cat question in lt gt lt gt lt gt then tell me the answer if u r brilliant got d answr
0,79,21,i see if i can swing by in a bit got some thing to take care of here firsg
0,111,30,not thought bout it drink in tap spile at seven is that pub on ga st off broad st by canal ok
1,162,44,i want some cock my hubbi away i need a real man 2 satisfi me txt wife to 89938 for no string action txt stop 2 end txt rec otbox 731 la1 7w
0,37,9,great comedi cant stop laugh da
0,31,8,cool text me when you readi
0,73,29,it a big differ lt gt versu lt gt everi lt gt hr
0,110,28,i promis to take good care of you princess i have to run now pleas send pic when you get a chanc ttyl
0,120,23,watev relat u built up in di world onli thing which remain atlast iz lonlin with lotz n lot memori feel
0,14,5,wat r u do
0,18,5,at home by the way
0,23,7,sac need to carri on
0,48,12,sure but make sure he know we ai smokin yet
0,28,14,do u knw di no lt gt
0,31,13,ill be there on lt gt ok
0,53,16,ugh got ta drive back to sd from la my butt is sore
0,18,4,watch tv lor
0,56,20,ya ok vikki vl c witin lt gt min and il repli u
0,56,13,got it seventeen pound for seven hundr ml hope ok
1,120,26,tell u 2 call 09066358152 to claim prize u have 2 enter all ur mobil person detail the prompt care
0,95,19,hi miss your call and my mumha beendrop red wine all over theplac what is your adress
0,153,36,we spend our day wait for the ideal path to appear in front of us but what we forget is path are made by walk not by wait goodnight
0,27,8,aight lem me know what up
1,103,23,repli to win weekli where will the 2006 fifa world cup be held send stop to 87239 to end servic
0,46,10,i dunno until when let go learn pilat
0,25,8,dear how you are you ok
0,44,9,im just wonder what your do right now
0,37,9,are you in town thi is import
0,13,5,ok c ya
0,132,29,the ga station is like a block away from my hous you drive right by it sinc armenia end at swann and you have to take howard
0,15,4,ill b down soon
0,61,13,oh u must have taken your real valentin out shop first
0,33,9,we got a divorc lol here
0,105,24,bloodi hell cant believ you forgot my surnam mr ill give u a clue it spanish and begin with m
0,35,8,it ok call mom instead have fun
0,37,10,blank is blank but wat is blank lol
0,133,33,what are you do in langport sorri but i probabl be in bed by 9pm it suck be ill at xma when do you and go2sri lanka
0,36,9,congrat kano whr s the treat maga
0,24,5,you can never do noth
0,30,7,do you still have the grinder
0,82,23,when did i use soc i use it onli at home ü dunno how 2 type it in word ar
0,37,7,check wid corect spele sarcasm
0,24,6,we are both fine thank
0,27,5,what happen in interview
0,71,19,oki ü wan meet at bishan co me at bishan now i not drive today
0,34,10,i in a meet call me later at
0,41,10,u call me right call my hand phone
0,20,6,good stuff will do
0,26,6,you flippin your shit yet
0,28,9,i gon na rip out my uteru
0,70,15,there be a minor shindig at my place later tonight you interest
0,154,32,the sign of matur is not when we start say big thing but actual it is when we start understand small thing have a nice even bslvyl
0,338,79,i wa wonder if it would be okay for you to call uncl john and let him know that thing are not the same in nigeria as they r here that lt gt dollar is 2year sent and that you know it a strain but i plan to pay back everi dime he give everi dime so for me to expect anyth from you is not practic someth like that
1,122,25,free entri into our weekli comp just send the word enter to 84128 now 18 t c cust care 08712405020
0,25,8,ü dun need to pick ur gf
0,103,24,eek that a lot of time especi sinc american pie is like 8 minut long i ca stop sing it
0,33,8,but pl dont play in other life
0,52,14,i am go to sao mu today will be done onli at 12
0,39,10,it ok at least armand still around
0,36,8,ill call you even ill some idea
0,119,30,just gettin a bit arti with my collag at the mo well tryin 2 ne way got a roast in a min love i shall enjoy that
0,22,8,but i finish at 6
1,81,13,pleas call 08712402972 immedi as there is an urgent messag wait for you
0,205,45,i wish thing were differ i wonder when i will be abl to show you how much i valu you pl continu the brisk walk no drug without askin me pleas and find thing to laugh about i love you dearli
0,33,7,what time you come down later
0,136,32,alright babe justthought sayhey how u doin nearli the endof me wk offdam nevamind we will have 2hook up sn if uwant m8 lovejen x
0,58,12,that wa random saw my old roomat on campu he graduat
0,85,23,thanx 4 the time spent 2geva it bin mint ur my babi and all i want is u xxxx
1,130,32,hello darl how are you today i would love to have a chat whi dont you tell me what you look like and what you are in to sexi
0,40,8,you sure your neighbor didnt pick it up
0,45,11,awesom that gon na be soon or later tonight
0,133,31,thank for be there for me just to talk to on saturday you are veri dear to me i cherish have you as a brother and role model
0,40,15,wait i will msg after lt gt min
0,19,6,i borrow ur bag ok
1,134,27,free polyphon rington text super to 87131 to get your free poli tone of the week now 16 sn pobox202 nr31 7z subscript 450pw
0,40,12,not much no fight it wa a good nite
1,106,27,oh my god i found your number again i so glad text me back xafter thi msg cst std ntwk chg
0,51,12,i cant pick the phone right now pl send a messag
0,90,21,i wa about to do it when i text i finish a long time ago and shower and
0,49,8,thank for send thi mental abil question
0,195,44,sorri to be a pain is it ok if we meet anoth night i spent late afternoon in casualti and that mean i have done ani of y stuff42moro and that includ all my time sheet and that sorri
0,47,11,i finish my lunch alreadi u wake up alreadi
0,141,30,den onli weekday got special price haiz cant eat liao cut nail oso muz wait until i finish drivin wat lunch still muz eat wat
0,169,44,i turn off my phone my mom tell everyon i have cancer and my sister wo stop call it hurt to talk ca put up with it see u when u get home love u
0,34,7,is fujitsu s seri lifebook good
0,35,8,well then you have a great weekend
0,59,14,i come n pick ü up come out immedi aft ur lesson
0,69,16,wa realli good to see you the other day dudett been miss you
0,51,12,hello good week fanci a drink or someth later
0,30,7,earli bird ani purchas yet
0,25,7,ya tel wat ur problem
0,131,38,babe i miiiiiiissssssssss you i need you i crave you geeee i so sad without you babe i love you
0,158,39,i ca believ how attach i am to see you everi day i know you will do the best you can to get to me babe i will go to teach my class at your midnight
0,23,6,no pic pleas
0,46,12,7 lor chang 2 suntec wat time u come
1,156,28,hi there 2night ur lucki night uve been invit 2 xchat the uk wildest chat txt chat to 86688 now ldn 18yr
0,51,13,ill be at your in about 3 min but look out for me
0,33,8,i reach home safe n sound liao
1,127,27,remind you have not download the content you have alreadi paid for goto http mymobi to collect your content
0,43,13,no let me do the math your not good at it
0,5,2,ok
0,24,5,what not under stand
0,33,7,ladi first and genu second k
0,61,14,realli do hope the work doesnt get stress have a gr8 day
0,32,8,on hen night go with a swing
0,69,16,dad want to talk about the apart so i got a late start omw now
0,24,6,lol no just wa busi
0,25,5,went to ganesh dress shop
0,53,10,thank fill me with complet calm and reassur
0,119,27,he say he give me a call when hi friend got the money but that he definit buy befor the end of the week
0,110,26,hope thing went well at remind me i still need u c d littl thing i left in the loung
0,62,17,aiyo u so poor thing then u dun wan 2 eat u bath alreadi
0,158,31,i hope you that the result of be consist intellig and kind start ask him about practicum link and keep your ear open and all the best ttyl
0,60,14,hai priya are you right what doctor said where are you
0,128,27,where wuld i be without my babi the thought alon mite break me and i wan na go crazi but everyboy need hi ladi xxxxxxxx
0,56,15,can u look 4 me in da lib i got stuff havent finish yet
0,54,13,yar i tot u knew di would happen long ago alreadi
1,153,35,free game get rayman golf 4 free from the o2 game arcad 1st get ur game set repli post then save activ8 press 0 key for arcad termsappli
0,101,24,i have had two more letter from i will copi them for you co one ha a messag for you speak soon
0,90,24,ye i post a coupl of pic on fb there still snow outsid too i just wake up
0,27,6,do project w fren lor
1,158,27,free nokia or motorola with upto 12mth linerent 500 free min free call mobileupd8 on 08001950382 or call
1,143,27,urgent your mobil number ha been award with a prize guarante call 09061790121 from land line claim valid 12hr onli 150ppm
0,27,7,1 finish meet call me
1,158,32,urgent we are tri to contact today draw show that you have won a prize guarante call 09066358361 from land line claim y87 valid 12hr onli
0,73,18,no gift you tri to get me to throw myself off a cliff or someth
0,32,9,yeah we got one line up for us
0,30,9,at let go to bill miller
0,46,11,babe i lost you will you tri reboot
0,43,11,when you are big god will bring success
0,67,15,tht god gift for bird as human hav some natur gift frm god
0,39,7,dear will call accomod
1,110,21,you won tkt to the euro2004 cup final or cash to collect call 09058099801 b4190604 pobox 7876150ppm
0,68,17,and that fine i got enough bud to last most of the night at least
0,128,28,come to me slave your do it again go into your shell and unconsci avoid me you are make me unhappi
0,83,18,i just realli need shit befor tomorrow and i know you wo be awak befor like 6
0,24,7,will do have a good day
0,36,14,lt gt in mca but not conform
0,51,13,roger that we re probabl go to rem in about 20
1,130,27,thi is the 2nd attempt to contract u you have won thi week top prize of either cash or prize just call 09066361921
0,60,15,no no thi is kalli home home town is durban
0,38,7,mathew or tait or edward or anderson
0,151,37,it cool but tyler had to take off so we gon na buy for him and drop it off at hi place later tonight our total order is a quarter you got enough
1,155,30,hmv bonu special 500 pound of genuin hmv voucher to be won just answer 4 easi question play now send hmv to 86688 more info
0,52,14,i veri happi for you babe woo hoo parti on dude
0,77,20,dont worri 1 day veri big lambu ji vl come til then enjoy batchlor parti
0,41,13,hi thi is yiju can i meet u at 11 tmr
0,48,11,ha ha ha good joke girl are situat seeker
0,37,12,not to worri i sure you get it
0,126,27,lol i realli need to rememb to eat when i drink but i do appreci you keep me compani that night babe smile
0,153,37,hey sexi bun have i told you i ador you loverboy i hope you rememb to thank your sister in law for those meatbal grin i love you babe
0,121,30,for real when u get on yo i onli need 2 more ticket and one more jacket and i done i alreadi use all my multi
0,75,17,love it the girl at the offic may wonder whi you are smile but sore
0,48,8,not for possess especi not first offens
0,150,38,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grin
0,22,6,where r e meet tmr
1,156,30,urgent your mobil no wa award bonu caller prize on thi is our final tri to contact u call from landlin 09064019788 box42wr29c 150ppm
0,22,7,k i take care of it
0,139,34,where are you what are you do are yuou work on get the pc to your mom did you find a spot that it would work i need you
0,137,30,symptom when u are in love like listen song get stop where u see the name of your belov wo get angri when your
0,49,12,quit late lar ard 12 anyway i wun b drivin
0,95,23,glad it went well come over at 11 then we have plenti of time befor clair goe to work
0,88,18,well imma definit need to restock befor thanksgiv i let you know when i out
0,148,37,great princess i love give and receiv oral doggi style is my fave posit how about you i enjoy make love lt gt time per night
0,86,21,ron say fri leh n he said ding tai feng cant make reserv but he said wait lor
0,116,25,the hous is on the water with a dock a boat roll up with a newscast who dabbl in jazz flute behind the wheel
0,132,31,cool breez bright sun fresh flower twitter bird all these wait to wish u goodmorn amp have a nice day
0,23,4,that is wondarful song
0,37,11,dunno dat wat he told me ok lor
0,23,6,i ca make it tonight
0,91,18,have a safe trip to nigeria wish you happi and veri soon compani to share moment with
0,55,12,may b approv panalam but it should have more post
0,155,46,k i yan jiu liao sat we can go 4 bugi vill one frm 10 to 3 den hop to parco 4 nb sun can go cine frm 1030 to 2 den hop to orc mrt 4 hip hop at 4
0,25,9,babe i lost you
0,121,28,yeah i think my usual guy still pass out from last night if you get ahold of anybodi let me know and i throw down
1,155,32,well done england get the offici poli rington or colour flag on yer mobil text tone or flag to 84199 now txt eng stop box39822 w111wx
0,22,6,sorri i call later
0,28,11,k k how much doe it cost
0,87,20,will do wa exhaust on train thi morn too much wine and pie you sleep well too
0,34,8,i want to see your pretti pussi
0,36,10,you also didnt get na hi hi hi hi hi
0,35,9,it mean u could not keep ur word
0,62,18,no to be nosi i guess idk am i over react if i freak
0,80,19,hey gorgeou man my work mobil number is have a good one babe squishi mwah
0,125,34,two fundament of cool life walk like you are the king or walk like you dont care whoever is the king gud nyt
0,75,17,sorri im stil fuck after last nite went tobe at 430 got up 4 work at 630
0,38,9,alright took the morphin back in yo
0,22,5,my batteri is low babe
0,61,18,no i good for the movi is it ok if i leav in an hourish
0,157,45,babe i fuck love you too you know fuck it wa so good to hear your voic i so need that i crave it i ca get enough i ador you ahmad kiss
0,24,5,what happen dear tell me
0,23,7,aight see you in a bit
0,126,25,rose need water season need chang poet need imagin my phone need ur sm and i need ur love frndship forev
0,60,14,goodmorn today i am late for 2hr becaus of back pain
0,228,55,oh shut it omg yesterday i had a dream that i had 2 kid both boy i wa so piss not onli about the kid but them be boy i even told mark in my dream that he wa chang diaper caus i not get owe in the face
0,149,37,fight with the world is easi u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose
0,49,11,love smell on thi bu and it ai tobacco
0,24,5,webpag s not avail
0,57,13,cool so how come you havent been wine and dine befor
0,34,9,oh just get even with u u
0,87,22,aah a cuddl would be lush i need lot of tea and soup befor ani kind of fumbl
0,45,7,pleassssssseeeee tel me v avent done sportsx
0,39,11,if you have beliv me come to my home
0,61,14,reckon need to be in town by eightish to walk from carpark
