,target,num_characters,num_words,text
1020,1,101,22,we know someon who you know that fanci you call 09058097218 to find out who pobox 6 ls15hb 150p
1021,0,19,6,come round it
1022,0,112,24,do 1 thing chang that sentenc into becaus i want 2 concentr in my educ career im leav here
1023,1,104,27,1000 flirt now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chat
1024,0,77,20,i walk an hour 2 c u that show i care y wont u believ im seriou
1025,1,135,28,18 day to euro2004 kickoff u will be kept inform of all the latest news and result daili unsubscrib send get euro stop to 83222
1026,0,41,9,are you avail for soire on june 3rd
1027,0,46,12,do u noe wat time e place dat sell 4d close
1028,0,136,28,i got anoth job the one at the hospit do data analysi or someth start on monday not sure when my thesi will got finish
1029,0,46,7,jay get realli impati and belliger
1030,0,157,39,hiya comin 2 bristol 1 st week in april le got off rudi on new yr eve but i wa were drunk u bak at colleg yet my work send ink 2 bath
1031,0,24,7,i at work pleas call
1032,0,17,5,then u drive lor
1033,0,20,7,ard 515 like dat y
1034,0,84,21,tell me they femal v how you throw in we decid what all to get now
1035,1,152,33,eastend tv quiz what flower doe dot compar herself to violet tulip lili txt d e or f to 84025 now 4 chanc 2 win cash
1036,0,63,11,i work technic support voic field
1037,0,155,31,i might come to kerala for 2 you can be prepar to take a leav onc i finalis plan ani travel dure my to finish urgent work
1038,0,122,30,not sure what time tho as not sure if can get to librari befor class will tri see you at some point have good eve
1039,1,143,28,we have new local date in your area lot of new peopl regist in your area repli date to start now 18 onli replys150
1040,0,50,13,that fine i bitch at you about it later then
1041,0,25,7,no my mum went 2 dentist
1042,0,44,12,onc free call me sir i am wait for you
1043,0,65,17,meet u is my work tel me when shall i do my work tomorrow
1044,1,134,28,someon u know ha ask our date servic 2 contact you cant guess who call 09058091854 now all will be reveal po box385 m6 6wu
1045,0,21,4,ju finish bath
1046,0,47,11,alright i make sure the car is back tonight
1047,1,156,31,urgent we are tri to contact today draw show that you have won a prize guarante call 09050003091 from land line claim c52 valid12hr onli
1048,1,90,21,dear u been invit to xchat thi is our final attempt to contact u txt chat to 86688
1049,0,135,29,lul im gettin some juici gossip at the hospit two nurs are talk about how fat they are gettin and one think she obes oyea
1050,0,39,9,aight ill get on fb in a coupl minut
1051,0,83,23,oi ami parchi na re kicchu kaaj kort iccha korch na phone ta tul na plz plz
1052,0,44,9,where can download clear movi dvd copi
1053,0,28,6,yep by the pretti sculptur
1054,0,24,5,convey my regard to him
1055,0,67,14,me too watch surya movi onli 6 pm vijay movi pokkiri
1056,0,67,16,you tell what happen dont behav like thi to me ok no need to say
1057,0,33,9,can u get pic msg to your phone
1058,0,24,7,send to someon els
1059,0,119,29,wat make some peopl dearer is not just de happi dat u feel when u meet them but de pain u feel when u miss dem
1060,0,910,175,for me the love should start with should feel that i need her everi time around should be the first thing which come in my would start the day and end it with should be there everi time i will be then when my everi breath ha her life should happen around life will be name to would cri for give all my happi and take all her will be readi to fight with anyon for will be in love when i will be do the craziest thing for will be when i do have to proov anyon that my girl is the most beauti ladi on the whole will alway be sing prais for will be when i start up make chicken curri and end up maki will be the most beauti get everi morn and thank god for the day becaus she is with would like to say a lot will tell later
1061,0,158,45,is like a needl of a clock though v r in d same clock v r nt abl 2 met evn if v meet itz onli 4few second bt v alwi stay conect gud 9t
1062,0,35,9,i do think he ha spatula hand
1063,0,24,5,you can never do noth
1064,1,152,32,you are award a sipix digit camera call 09061221061 from landlin deliveri within 28day t cs box177 m221bp 2yr warranti 150ppm 16 p
1065,0,53,15,goodmorn today i am late for lt decim gt min
1066,1,146,26,win urgent your mobil number ha been award with a prize guarante call 09061790121 from land line claim 3030 valid 12hr onli 150ppm
1067,0,72,17,pleas da call me ani mistak from my side sorri da pl da goto doctor
1068,0,19,5,where r we meet
1069,0,188,44,well the weather in cali great but it complex are great you need a car to move freeli it tax are outrag but all in all it a great place the sad part is i miss home
1070,0,71,19,now onli i reach home i am veri tire now i will come tomorro
1071,0,23,4,ryder gibb
1072,1,141,28,dear subscrib ur draw 4 gift voucher will b enter on receipt of a correct an when wa elvi presley birthday txt answer to 80062
1073,0,160,36,do fret i buy the ovul test strip and send them to you you wont get them til like march can you send me your postal be
1074,0,73,18,no gift you tri to get me to throw myself off a cliff or someth
1075,0,106,25,been up to ne thing interest did you have a good birthday when are u wrking nxt i start uni today
1076,0,80,18,you busi or can i come by at some point and figur out what we do tomorrow
1077,0,105,22,yeah go on then bore and depress sittin waitin for phone to ring hope the wind drop though scari
1078,0,42,12,black shirt n blue jean i thk i c ü
1079,0,68,16,aiyah sorri lor i watch tv watch until i forgot 2 check my phone
1080,1,159,29,messag import inform for o2 user today is your lucki day 2 find out whi log onto http there is a fantast surpris await you
1081,0,32,8,on hen night go with a swing
1082,0,159,39,good afternoon my love how goe your day what are you up to i woke earli and am onlin wait for you hmmm italian boy is onlin i see grin
1083,0,140,29,from someon not to smoke when everi time i smoke in the last two week is becaus of you call or text me that you want to smoke
1084,0,101,29,no you just get a headach tri to figur it out u can trust me to do the math i promis o
1085,0,31,9,s s first time dhoni rock
1086,0,23,5,ok ill tell the compani
1087,0,58,14,awesom think we can get an 8th at usf some time tonight
1088,0,37,8,so that mean you still think of teju
1089,0,61,18,no i good for the movi is it ok if i leav in an hourish
1090,0,60,15,no no thi is kalli home home town is durban
1091,0,54,11,so let make it saturday or monday as per conveni
1092,0,69,17,hey what time is your drive on fri we go for evalu on fri
1093,1,69,14,449050000301 you have won a price to claim call 09050000301
1094,0,72,19,i go 4 lunch now wif my famili then aft dat i go str 2 orchard lor
1095,1,156,32,bore of speed date tri speedchat txt speedchat to 80155 if you do like em txt swap and get a new chatter chat80155 pobox36504w45wq rcd 16
1096,0,40,9,cancel cheyyamo and get some money back
1097,1,153,29,do you want 750 anytim ani network min 150 text and a new video phone for onli five pound per week call 08000776320 now or repli for deliveri tomorrow
1098,0,36,9,ok then what ur today plan
1099,0,35,8,good morn princess how are you
1100,0,34,8,aiyar sorri lor forgot 2 tell u
1101,1,156,34,for take part in our mobil survey yesterday you can now have 500 text 2 use howev you wish 2 get txt just send txt to 80160 t c
1102,0,79,19,not tonight mate catch up on some sleep thi is my new number by the way
1103,0,121,36,height of oh shit situat a guy throw a luv letter on a gal but fall on her brother head who a gay
1104,1,104,19,ur hmv quiz is current to maxim ur now send hmv1 to 86688 onli
1105,0,64,13,so check your error and if you had difficulti do correct
1106,0,25,8,howz pain hope u r fine
1107,0,58,16,u wake up alreadi thanx 4 e tau sar piah it quit nice
1108,0,31,8,k do i need a login or anyth
1109,1,120,21,dont forget you can place as mani free request with as you wish for more inform call 08707808226
1110,0,24,6,lol no just wa busi
1111,0,17,5,what u wear
1112,0,41,11,oh as usual vijay film or it differ
1113,1,158,36,i do know u and u do know me send chat to 86688 now and let find each other onli rcvd ldn 18 year or over
1114,0,80,19,have you had a good day mine wa realli busi are you up to much tomorrow night
1115,0,85,21,and is there a way you can send shade stuff to her and she ha been wonder too
1116,0,115,31,realli i tot ur paper end long ago but wat u copi ju now got use u happi lar i still haf 2 studi
1117,1,115,21,thank you winner notifi by sm good luck no futur market repli stop to 84122 custom servic 08450542832
1118,0,25,9,babe i lost you
1119,0,45,13,ok help me ask if she work tmr a not
1120,0,70,18,i not drive rain then i get caught at e mrt station lor
1121,0,22,6,not a drop in the tank
1122,0,43,12,that said can you text him one more time
1123,0,22,6,ok i go chang also
1124,1,139,37,1000 of girl mani local 2 u who r virgin 2 thi r readi 2 4fil ur everi sexual need can u 4fil their text cute to 69911 m
1125,0,72,17,did u find a sitter for kaitlyn i wa sick and slept all day yesterday
1126,0,91,20,sorri man accident left my phone on silent last night and did check it til i got up
1127,0,70,17,hey someth came up last min think i wun be sign up tmr hee
1128,0,140,31,he an adult and would learn from the experi there no real danger i just dont like peep use drug they dont need but no comment
1129,0,31,9,hey there veggi pizza
1130,0,52,11,yun buy but school got offer 2000 plu onli
1131,0,40,8,you sure your neighbor didnt pick it up
1132,0,23,6,i will sent it again
1133,0,54,11,well im computerless time to make some oreo truffl
1134,0,43,12,haha yeah i see that now be there in a sec
1135,0,30,7,i am not have her number sir
1136,0,39,10,lol now i after that hot air balloon
1137,0,71,19,ok now i am in bu if i come soon i will come otherwis tomorrow
1138,0,146,33,msg r not time silent say that i am think of u right now and also make u think of me at least 4 a moment gd drm shesil
1139,0,73,15,yeah we can probabl swing by onc my roommat finish up with hi girl
1140,1,159,38,got what it take 2 take part in the wrc ralli in oz u can with lucozad energi text ralli le to 61200 25p see pack or itcould be u
1141,0,23,5,happi new year melodi
1142,0,25,8,ü dun need to pick ur gf
1143,0,59,14,yay you better not have told that to 5 other girl either
1144,0,150,38,horribl u eat mac eat until u forgot abt me alreadi rite u take so long 2 repli i thk it more toot than b4 so b prepar now wat shall i eat
1145,0,167,41,did he say how fantast i am by ani chanc or anyth need a bigger life lift as lose the will 2 live do you think i would be the first person 2 die from n v q
1146,0,26,8,just nw i came to hme da
1147,0,66,15,i outsid island head toward hard rock and you run into me
1148,0,35,9,to day class is there are no class
1149,0,26,7,i in chennai velacheri
1150,0,26,6,you flippin your shit yet
1151,0,49,17,k give me a sec break a lt gt at cstore
1152,0,38,10,am i that much bad to avoid like thi
1153,0,36,10,yo you around just got my car back
1154,0,18,5,annoy is it
1155,0,48,16,goodmorn today i am late for lt gt min
1156,0,68,17,there no point hangin on to mr not right if he not makin u happi
1157,0,73,12,all will come correct ani good look figur there itself
1158,0,49,12,in that case i guess i see you at campu lodg
1159,0,13,4,we done
1160,0,63,16,come to my home for one last time i wont do anyth trust me
1161,0,133,30,i wa up all night too worri about thi appt it a shame we miss a girl night out with quizz popcorn and you do my hair
1162,1,154,34,sex up ur mobil with a free sexi pic of jordan just text babe to then everi wk get a sexi celeb 4 more pic 16 087016248
1163,0,13,5,ok c ya
1164,1,49,9,you have 1 new voicemail pleas call 08719181503
1165,0,74,17,what he said is not the matter my mind say some other matter is there
1166,0,138,37,al he doe is moan at me if n e thin goe wrong it my fault al de argument r my fault fed up of him of himso y bother hav 2go
1167,0,164,53,neft transact with refer number lt gt for rs lt decim gt ha been credit to the beneficiari account on lt gt at lt time gt lt gt
1168,0,40,7,otherwis had part time job
1169,0,20,5,i know she call me
1170,0,61,14,me also da i feel yesterday night wait til 2day night dear
1171,0,61,13,thank for understand i been tri to tell sura that
1172,1,145,28,win a year suppli of cd 4 a store of ur choic worth enter our weekli draw txt music to 87066 ts cs
1173,0,130,27,the whole car appreci the last two dad and are have a map read semi argument but apart from that thing are go p
1174,1,148,36,as a sim subscrib you are select to receiv a bonu get it deliv to your door txt the word ok to no 88600 to claim exp 30apr
1175,0,37,10,i need you to be in my strong arm
1176,0,31,6,also maaaan are you miss out
1177,0,27,7,hi bday real is in april
1178,0,41,11,guessin you ai gon na be here befor 9
1179,0,49,12,ok then i will come to ur home after half an hour
1180,0,52,13,yo the game almost over want to go to walmart soon
1181,0,124,31,yeah probabl but not sure ilol let u know but person i wuldnt bother then again if ur goin to then i mite as well
1182,0,63,16,i text now all creepi like so he wo think that we forgot
1183,0,83,19,that would be good i phone you tomo lunchtim shall i to organis someth
1184,1,50,10,you have 1 new voicemail pleas call 08719181513
1185,0,70,16,damn can you make it tonight or do you want to just wait til tomorrow
1186,0,55,17,k k i also fine when will you complet the cours
1187,0,119,30,true it is passabl and if you get a high score and appli for phd you get 5year of salari so it make life easier
1188,1,143,36,no 1 nokia tone 4 ur mob everi week just txt nok to 87021 1st tone free so get txtin now and tell ur friend 16 repli hl 4info
1189,0,22,5,prakesh is there know
1190,0,43,11,teach me app da when you come to colleg
1191,0,46,8,rofl betta invest in some anti age product
1192,0,75,17,sir you will receiv the account no anoth 1hr time sorri for the delay
1193,1,159,23,repli with your name and address and you will receiv by post a week complet free accommod at variou global locat
1194,0,42,10,so ü be submit da project tmr rite
1195,1,122,25,free entri into our weekli comp just send the word enter to 84128 now 18 t c cust care 08712405020
1196,0,31,10,ju an me lar u noe later
1197,0,76,23,i want to send someth that can sell fast lt gt k is not easi money
1198,0,51,15,have got few thing to do may be in pub later
1199,0,27,7,1 finish meet call me
1200,0,34,10,lol i snatch her purs too
1201,0,125,25,edrunk sorri iff pthi make no no how dancc 2 drum n basq ihav fun 2nhite x ro xxxxxxx
1202,0,24,6,how much are we get
1203,0,33,10,is ur paper in e morn or aft tmr
1204,0,63,13,dear reliev of westonzoyland all go to plan thi end too
1205,0,96,22,hope you are have a great new semest do wish you the veri best you are made for great
1206,0,53,17,oh ye i can speak txt 2 u no hmm did u get email
1207,0,59,15,i want to show you the world princess how about europ
1208,0,52,10,nobodi can decid where to eat and dad want chines
1209,0,45,14,no shoot me i in the doc wait room
1210,0,34,10,now i go out 4 dinner soon
1211,0,53,10,hello which the site to download song it urgent pl
1212,0,111,27,i do know what u mean is the king of not havin credit i goin2b now night night sweet only1mor sleep
1213,0,60,16,horribl gal me in sch do some stuff how come u got mc
1214,0,152,33,hi hun im not comin every1 im sorri 4 me hope u ava goodtim oli rang melnit ifink it mite b sort but il explain everythin on
1215,1,81,13,pleas call 08712402779 immedi as there is an urgent messag wait for you
1216,0,87,20,yeah like if it goe like it did with my friend imma flip my shit in like half an hour
1217,0,84,19,mum say we wan to go then go then she can shun bian watch da glass exhibit
1218,0,26,6,what your plan for pongal
1219,0,58,14,just wait till end of march when el nino get himself oh
1220,0,46,14,not yet chikku go to room nw i in bu
1221,0,43,12,am also do in cbe onli but have to pay
1222,0,24,7,honey boo i miss u
1223,0,97,19,we have sent jd for custom servic cum account execut to ur mail id for detail contact us
1224,0,70,19,yo i at my parent gettin cash good news we pick up a downstem
1225,0,179,43,thank you so much when we skype wit kz and sura we didnt get the pleasur of your compani hope you are good we given you ultimatum oh we are countin down to aburo enjoy
1226,1,120,25,hungri gay guy feel hungri and up 4 it now call 08718730555 just to stop text call 08712460324
1227,0,54,12,no wahala just rememb that a friend in need
1228,0,26,7,i will see in half an hour
1229,0,154,24,im in inperialmus listening2th weirdest track ever like insect be molest someon plumb remix by evil men on acid
1230,0,123,29,hey sorri i didntgiv ya a a bellearli hunni just been in bedbut mite go 2 thepub l8tr if uwana mt up load a luv jenxxx
1231,0,48,10,serious tell her those exact word right now
1232,1,146,29,can u get 2 phone now i wan na chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx
1233,0,40,11,tee hee off to lectur cheeri bye bye
1234,0,81,21,sorri chikku my cell got some problem tht y i wa nt abl to repli u or msg u
1235,0,116,26,if you still havent collect the dough pl let me know so i can go to the place i sent it to get the control number
1236,0,5,2,ok
1237,1,66,15,network oper the servic is free for t c visit
1238,0,81,22,let me know how to contact you i you settl in a room let know you are ok
1239,0,20,7,wot u up 2 u weirdo
1240,0,13,4,can do lor
1241,0,37,8,dont put your phone on silent mode ok
1242,0,64,19,can i meet ü at 5 as 4 where depend on where ü wan 2 in lor
1243,0,69,17,wait 4 my tv show 2 start lor u leh still busi do ur report
1244,0,55,14,oh ho is thi the first time u use these type of word
1245,0,45,11,am i the onli one who doe stalk profil
1246,0,159,42,ever green quot ever told by jerri in cartoon a person who irrit u alway is the one who love u vri much but fail to express it gud nyt
1247,0,25,7,ye i thought so thank
1248,0,28,8,but if drinkin i ok
1249,0,40,8,just wonder the other just took off
1250,0,156,34,night ha end for anoth day morn ha come in a special way may you smile like the sunni ray and leav your worri at the blue blue bay gud mrng
1251,0,138,35,what do you do my dog must i alway wait till the end of your day to have word from you did you run out of time on your cell alreadi
1252,0,24,7,happi new year to u too
1253,0,70,19,hey great deal farm tour 9am to 5pm 50 deposit by 16 may
1254,0,61,16,eat jap done oso aft ur lect wat ü got lect at 12 rite
1255,0,86,19,hey babe i saw you came onlin for a second and then you disappear what happen
1256,0,174,38,da my birthdat in certif is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret ani way thank for the wish
1257,0,48,10,happi birthday may all ur dream come true
1258,0,48,12,aiyah u did ok alreadi lar e nydc at wheellock
1259,0,25,7,tell her i said eat shit
1260,0,54,12,sure i am drive but will reach my destin soon
1261,0,38,13,k so am i how much for an 8th fifti
1262,0,44,10,your daili text from me a favour thi time
1263,0,64,15,great to hear you are settl well so what happenin wit ola
1264,0,133,24,those cocksuck if it make you feel better ipad are worthless garbag novelti item and you should feel bad for even want one
1265,0,36,10,i tot u reach liao he said
1266,0,132,32,fran i decid 2 go n e way im complet broke an knacker i got up bout 3 c u 2mrw love janx thi is my dad fone credit
1267,0,48,11,your right i make the appoint right now
1268,0,62,12,design is softwar develop and may be she get chennai
1269,1,163,27,enjoy the jamster videosound gold club with your credit for 2 new get more fun from help call 09701213186
1270,1,155,32,get 3 lion england tone repli lionm 4 mono or lionp 4 poli 4 more go 2 the origin n best tone 3gbp network oper rate appli
1271,0,46,13,i jokin oni lar ü busi then i wun disturb ü
1272,0,39,11,ok be care do text and drive
1273,0,103,27,alway be there even if it just in spirit get a bb soon just tri to be sure i need it
1274,0,83,23,u r too much close to my heart if u go away i will be shatter plz stay with me
1275,0,84,22,i love u 2 babe r u sure everyth is alrit is he be an idiot txt bak girli
1276,0,39,9,how abt make some of the pic bigger
1277,0,122,30,got but got 2 colour lor one colour is quit light n e other is darker lor actual i done she style my hair now
1278,0,154,43,whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wan na say ju walk wid me a littl while amp i promis i bring back ur smile
1279,0,36,8,whi noth ok anyway give me treat
1280,1,138,31,win the newest harri potter and the order of the phoenix book 5 repli harri answer 5 question chanc to be the first among reader
1281,0,30,7,correct so how wa work today
1282,0,57,14,just sent again do you scream and moan in bed princess
1283,0,54,13,i wake up long ago alreadi dunno what other thing
1284,0,34,9,oh just get even with u u
1285,0,84,21,i thk 50 shd be ok he said plu minu 10 did ü leav a line in between paragraph
1286,0,139,35,can you call me plz your number show out of coveragd area i have urgnt call in vasai amp have to reach befor 4 o clock so call me plz
1287,0,35,8,yeah jay sort of a fuck retard
1288,0,31,8,sorri wa in the bathroom sup
1289,1,125,32,ur balanc is now ur next question is who sang girl in the 80 2 answer txt ur answer to good luck
1290,0,48,13,my exam is for februari wish you a great day
1291,0,94,22,i dont know what to do to come out of thi so onli am ask question like thi dont mistak me
1292,0,27,8,aight no rush i ask jay
1293,0,28,6,good morn plz call me sir
1294,0,41,12,it ok lar u sleep earli too nite
1295,0,42,12,oh icic k lor den meet other day
1296,0,150,38,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grin
1297,0,162,37,sometim we put wall around our heart not just to be safe from get hurt but to find out who care enough to break the wall amp get closer goodnoon
1298,0,82,20,sweet we may or may not go to 4u to meet carlo so gaug patti interest in that
1299,0,44,12,then she buy today ü no need to c meh
1300,0,56,14,aight sorri i take ten year to shower what the plan
1301,0,41,9,everi monday nxt week vl be complet
1302,0,23,6,might ax well im there
1303,0,112,24,just chill for anoth 6hr if you could sleep the pain is not a surgic emerg so see how it unfold okay
1304,0,38,8,yeah i tri to scroung someth up
1305,0,159,41,crazi ar he marri ü like gd look guy not me my fren like say he korean leona fave but i dun thk he is aft some think mayb most prob i go
1306,0,32,4,were somewher on fredericksburg
1307,0,47,9,que pase un buen tiempo or someth like that
1308,0,82,20,is it ok if i stay the night here xavier ha a sleep bag and i get tire
1309,0,25,6,she doesnt need ani test
1310,0,51,12,noth much chillin at home ani super bowl plan
1311,1,154,32,free2day sexi st georg day pic of jordan txt pic to 89080 dont miss out then everi wk a sauci celeb 4 more pic c 0870241182716
1312,0,22,5,bugi oso near wat
1313,0,30,7,yo there no class tmrw right
1314,0,121,27,let ur heart be ur compass ur mind ur map ur soul ur guid and u will never loos in world gnun sent via
1315,0,53,12,goodnight sleep well da pleas take care pleas
1316,0,84,21,baaaaab i misss youuuuu where are you i have to go and teach my class at 5
1317,0,81,16,u ned to convinc him tht it not possibl witot hurt hi feel it the main
1318,0,152,34,good afternoon loverboy how goe you day ani luck come your way i think of you sweeti and send my love across the sea to make you smile and happi
1319,0,131,30,if i start send blackberri torch to nigeria will you find buyer for me like 4a month and tell dad not to buy bb from anyon oh
1320,0,327,90,lt gt of pple marri with their lover becz they hav gud undrstndng dat avoid problem i sent di 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break thi chain if you break you will suffer send thi to lt gt frnd in lt gt min whn u read
1321,0,49,10,yo dude guess who just got arrest the other day
1322,0,65,16,shuhui say chang 2 suntec steamboat u noe where where r u now
1323,0,29,7,what doe the danc river do
1324,0,207,48,yetund i sorri but moji and i seem too busi to be abl to go shop can you just pleas find some other way to get what you want us to get pleas forgiv me you can repli free via yahoo messeng
1325,0,114,28,hey i will be realli pretti late you want to go for the lesson first i will join you i onli reach tp mrt
1326,1,101,22,hot live fantasi call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
1327,0,49,12,bbq thi sat at mine from 6ish ur welcom 2 come
1328,0,106,24,i do know same thing that wrong everyso often he panick start goin on bout not bein good enough
1329,0,36,11,alright i out have a good night
1330,0,32,7,did you tri make anoth butt
1331,0,50,12,hope you are feel great pl fill me in abiola
1332,0,78,20,i though we shd go out n have some fun so bar in town or someth sound ok
1333,0,141,43,1 go to write msg 2 put on dictionari mode 3 cover the screen with hand 4 press lt gt 5 gentli remov ur hand it interest
1334,1,151,34,bear pic nick and tom pete and dick in fact all type tri gay chat with photo upload call 08718730666 2 stop text call 08712460324
1335,1,153,28,500 new mobil from 2004 must go txt nokia to no 89545 collect your today from onli 2optout txtauction
1336,0,23,5,we final readi fyi
1337,0,40,8,aunti huai juan never pick up her phone
1338,1,159,26,doubl min doubl txt price linerent on latest orang bluetooth mobil call mobileupd8 for the veri latest offer 08000839402 or
1339,0,25,7,ya tel wat ur problem
1340,0,22,7,i dnt wnt to tlk wid u
1341,0,153,36,we spend our day wait for the ideal path to appear in front of us but what we forget is path are made by walk not by wait goodnight
1342,0,72,18,it ok my arm is feel weak cuz i got a shot so we can go anoth time
1343,0,203,38,pleas reserv ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve i alreadi see in net no ticket avail i want to book ticket through tackl
1344,0,324,99,storm msg wen u lift d phne u say hello do u knw wt is d real mean of hello it d name of a girl ye and u knw who is dat girl margaret hello she is d girlfrnd f grahmbel who invnt telphon moral one can 4get d name of a person bt not hi girlfrnd g o o d n i g h t
1345,0,115,28,that i pop in to ask bout someth and she said you been in are you around tonght wen thi girl come
1346,0,27,8,all e best 4 ur exam later
1347,0,139,31,hope ur head doe hurt 2 much am plough my way through a pile of iron stay in with a chinki tonight come round if you like
1348,0,46,11,oh think most of wi and nz player unsold
1349,0,115,30,haha where got so fast lose weight thk muz go 4 a month den got effect gee later we go aust put bk e weight
1350,0,155,38,i wonder how you got onlin my love had you gone to the net cafe did you get your phone recharg were you on a friend net i think of you boytoy
1351,0,35,7,haha just kid papa need drug
1352,0,82,22,thk shld b can ya i wana go 4 lesson haha can go for one whole stretch
1353,0,7,3,oh ok
1354,0,36,8,r we still meet 4 dinner tonight
1355,0,73,16,that cool i am a gentleman and will treat you with digniti and respect
1356,0,24,6,shall i start from hear
1357,0,49,14,then we wait 4 u lor no need 2 feel bad lar
1358,0,48,11,no did you check i got hi detail messag now
1359,0,155,37,you have regist sinco as paye log in at and enter urn lt gt to confirm bewar of fraud do not share or disclos urn to anyon
1360,0,93,19,no i decid that onli peopl who care about stuff vote and care about stuff is for loser
1361,0,99,24,kaiez enjoy ur tuition gee thk e second option sound beta i go yan jiu den msg u
1362,0,48,10,cool we will have fun practic make babi
1363,0,42,8,actual get readi to leav the hous
1364,0,24,8,k k ani special today
1365,1,163,31,urgent import inform for o2 user today is your lucki day 2 find out whi log onto http there is a fantast surpris await for you
1366,0,30,8,then we got ta do it after that
1367,0,44,10,i got ten buck jay is be noncomitt
1368,0,24,5,where at were hungri too
1369,0,34,7,pl speak to that custom machan
1370,0,144,28,somewher out there beneath the pale moon light someon think in of u some where out there where dream come true goodnit amp sweet dream
1371,1,143,25,dear u been invit to xchat thi is our final attempt to contact u txt chat to 86688 ldn 18 yr
1372,0,52,12,so wat ur opinion abt him and how abt is charact
1373,0,82,17,jay is snicker and tell me that x is total fuck up the chord as we speak
1374,0,39,9,no few hour to hair cut
1375,0,80,21,no wonder co i dun rem see a silver car but i thk i saw a black one
1376,0,35,11,lmao take a pic and send it to me
1377,0,78,18,speak onli when you feel your word are better than the silenc gud mrng
1378,0,41,10,no she current in scotland for that
1379,0,27,7,do you work all thi week
1380,1,150,25,congratul ur award either of cd gift voucher free entri 2 our weekli draw txt music to 87066 tnc 1 win150ppmx3age16
1381,0,32,7,lol great now im get hungri
1382,0,33,8,ye now onli saw your messag
1383,0,41,15,i be at mu in like lt gt second
1384,0,126,29,thing r good thanx got exam in march ive done no revis is fran still with boyf ive got ta interviw 4 exet bit worri x
1385,0,166,37,tell you what if you make a littl spreadsheet and track whose idea it wa to smoke to determin who smoke too much for the entir month of februari i come up
1386,1,71,14,for sale arsen dartboard good condit but no doubl or trebl
1387,0,141,36,do look back at the build becaus you have no coat and i do want you to get more sick just hurri home and wear a coat to the gym
1388,0,122,25,my pain person i alway tri to keep everybodi happi all the time but nobodi recognis me when i am alon
1389,0,38,8,thank for ve love wish you rock
1390,0,63,15,you intrepid duo you have a great time and see you both soon
1391,0,47,11,i ask sen to come chennai and search for job
1392,0,22,5,dad went out oredi
1393,0,115,27,i ju hope it true that missin me co i realli missin him you have done anyth to feel guilti about yet
1394,0,71,19,wat so late still earli mah or we juz go 4 dinner lor aiya i dunno
1395,0,34,9,arm fine how cardiff and uni
1396,0,72,17,in fact when do you leav i think addi goe back to school tue or wed
1397,0,132,31,cool breez bright sun fresh flower twitter bird all these wait to wish u goodmorn amp have a nice day
1398,0,26,7,ya go for restaur
1399,0,38,12,it i just askd did u knw tht no
1400,1,140,30,free 1st week entri 2 textpod 4 a chanc 2 win 40gb ipod or cash everi wk txt pod to 84128 ts cs custcar 08712405020
1401,0,25,3,those duck chinchilla
1402,0,27,6,i am in a marriag function
1403,0,159,33,look like u wil b get a headstart im leav here bout but if u r desper for my compani i could head in were goin to meet in rummer
1404,0,103,26,don t give a fli monkey wot they think and i certainli don t mind ani friend of mine and all that
1405,1,141,28,as a regist optin subscrib ur draw 4 gift voucher will be enter on receipt of a correct an to 80062 what no1 in the bbc chart
1406,0,13,3,say thanks2
1407,0,25,6,msg me when rajini come
1408,0,64,15,ya when are ü take ure practic lesson i start in june
1409,0,33,8,that good becaus i need drug
1410,0,23,3,not possibl
1411,0,52,12,can ü all decid faster co my si go home liao
1412,1,159,33,summer final here fanci a chat or flirt with sexi singl in yr area to get match up just repli summer now free 2 join optout txt stop help08714742804
1413,0,104,25,u sleep now or you go to take haha i got spi wat me onlin check n repli mail lor
1414,1,153,28,clair here am havin borin time am now alon u wan na cum over 2nite chat now 09099725823 hope 2 c u luv clair xx
1415,1,81,14,bought one rington and now get text cost 3 pound offer more tone etc
1416,0,144,34,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha so lyf is nt yet ovr chikku ali vargu lyfu meow meow
1417,0,51,13,kinda first one get in at twelv aah speak tomo
1418,1,152,29,09066362231 urgent your mobil no 07xxxxxxxxx won a bonu caller prize on thi is the 2nd attempt to reach you call 09066362231 asap
1419,0,111,27,ok good then i later come find ü c lucki i told ü to go earlier later pple take finish ü no more again
1420,0,131,34,wat make u thk i fall down but actual i thk i quit prone 2 fall lucki my dad at home i ask him come n fetch me alreadi
1421,1,158,30,you 07801543489 are guarante the latest nokia phone a 40gb ipod mp3 player or a prize txt word collect to
1422,0,42,9,i wont touch you with out your permiss
1423,1,160,29,hi it luci hubbi at meetin all day fri i will b alon at hotel u fanci cumin over pl leav msg 2day 09099726395 luci x
1424,0,151,33,7 wonder in my world 7th you 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm and 1st ur love friendship good morn dear
