target,num_characters,num_words,text
0,78,16,well it not like you actual call someon a punto that woulda been wors
0,189,31,dear sir salam and pleasur meet you today at the tea are pleas to send you our contact number at an save our regard
0,23,8,1 in cbe 2 in chennai
0,67,16,i thinl role is like stand other have to hit
0,153,36,hiya have u been pay money into my account if so thank got a pleasant surpris when i check my balanc c i do get statement 4 that acc
0,62,14,thi weekend is fine an excus not to do too much decor
0,97,25,er yeah i will b there at sorri just tell me which to sit in and come wen u can
1,146,22,privat your 2003 account statement for 07815296484 show 800 point call 08718738001 identifi code 41782 expir
0,22,6,i wont do anyth de
0,44,11,ye babi i need to stretch open your pussi
0,148,33,superb be grate that u dont have everyth u want that mean u still have an opportun to be happier tomorrow than u are today
0,32,8,wat time u finish ur lect today
0,42,10,excel i see what riley plan are
0,50,13,gosh that what a pain spose i better come then
0,73,14,jesu christ bitch i tri to give you drug answer your fuck phone
0,69,20,my tuition is at hm we go for the 1120 to 1205 one do you mind
1,159,32,more peopl are dog in your area now call 09090204448 and join like mind guy whi not arrang 1 yourself there 1 thi even minapn ls278bb
0,129,36,deep sigh i miss you i am realli surpris you have gone to the net cafe yet to get to me do you miss me
0,46,10,i work technic support voic process
0,24,4,goodmorn sleep ga
0,23,6,ü readi then call me
0,31,6,delhi and chennai still silent
1,104,27,1000 flirt now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chat
0,77,18,good good billi mate all gone just been jog again did enjoy concert
0,153,31,im gonnamissu so much i would say il send u a postcard butther abouta much chanc of merememberin asther is ofsi not breakin hi contract luv yaxx
0,146,33,msg r not time silent say that i am think of u right now and also make u think of me at least 4 a moment gd drm shesil
0,82,22,hai dear friend thi is my new amp present number by rajitha raj ranju
0,47,16,ugh i do wan na get out of bed it so warm
0,54,19,babe i love you cover your face in kiss
0,136,46,i sick i needi i want you pout stomp feet where are you pout stomp feet i want my slave i want him now
0,73,16,that cool i am a gentleman and will treat you with digniti and respect
0,61,17,s if we have one good partnership go we will take lead
0,47,13,no need to buy lunch for me i eat maggi mee
0,26,9,don no da what you plan
0,45,11,shall i ask one thing if you dont mistak me
1,143,35,freemsg hi babi wow just got a new cam mobi wan na c a hot pic or fanci a chat im w8in 4utxt rpli chat to 82242 hlp 08712317606 msg150p 2rcv
0,26,7,whi you dint come with us
0,80,18,gr8 so how do you handl the victoria island traffic plu when the album due
0,28,8,we can make a babi in yo tho
0,24,7,he will you guy close
0,62,17,aiyo u so poor thing then u dun wan 2 eat u bath alreadi
0,96,24,nope wif my si lor aft bath my dog then i can bath look like it go 2 rain soon
0,152,33,hi hun im not comin every1 im sorri 4 me hope u ava goodtim oli rang melnit ifink it mite b sort but il explain everythin on
0,73,16,oh babi of the hous how come you dont have ani new pictur on facebook
0,154,36,by march end i should be readi but will call you for sure the problem is that my capit never complet how far with you how work and the ladi
0,31,8,cuz ibor and don wan na studi
0,34,9,waaaat lololo ok next time then
0,32,10,sorri i ca help you on thi
0,71,19,man thi bu is so so so slow i think you gon na get there befor me
0,103,24,watch tv lor y she so funni we bluff her 4 wat izzit becaus she thk it imposs between us
0,59,14,hi di is yiju we meet at 7 pm at esaplanad tonight
0,28,8,i see the letter b on my car
0,32,9,thank you i like you as well
0,77,20,yep the great loxahatche xma tree burn of lt gt start in an hour
0,25,6,pleas attend the phone
1,74,16,accordingli i repeat just text the word ok on your mobil phone and send
0,82,22,do ü all wan 2 meet up n combin all the part how da rest of da project go
0,34,9,just got outta class gon na go gym
0,95,24,i take it we did have the phone callon friday can we assum we wo have it thi year now
1,159,34,had your contract mobil 11 mnth latest motorola nokia etc all free doubl min text on orang tariff text ye for callback no to remov from record
0,91,20,not plan yet go to join compani on jan 5 know what will happen after that
0,36,7,should i head straight there or what
0,39,11,i think we go to finn now come
0,23,4,and mayb some pressi
0,44,12,onc free call me sir i am wait for you
1,140,27,welcom to select an o2 servic with ad benefit you can now call our special train advisor free from your mobil by diall 402
0,215,51,thank you so much when we skype wit kz and sura we didnt get the pleasur of your compani hope you are good we given you ultimatum oh we are countin down to aburo enjoy thi is the messag i sent day ago
1,137,29,someon u know ha ask our date servic 2 contact you cant guess who call 09058095107 now all will be reveal pobox 7 s3xi 150p
0,35,9,that cool i want to pleas you
1,160,33,marvel mobil play the offici ultim game on ur mobil right now text spider to 83338 for the game we ll send u a free 8ball wallpap
0,36,7,rememb to ask alex about hi pizza
0,71,19,aight i chillin in a friend room so text me when you on the way
0,28,8,r ü go 4 today meet
1,134,29,thi messag is free welcom to the new improv sex dog club to unsubscrib from thi servic repli stop msg 150p 18 onli
0,40,13,come to mahal bu stop lt decim gt
0,173,37,also sir i sent you an email about how to log into the usc payment portal send you anoth messag that should explain how thing are back home have a great weekend
0,71,19,ok now i am in bu if i come soon i will come otherwis tomorrow
0,49,12,oh onli 4 outsid player allow to play know
0,65,17,oop my phone die and i did even know yeah i like it better
0,34,7,tell me again what your address is
0,66,14,that cool sometim slow and gentl sonetim rough and hard
0,26,5,how wa txting and drive
0,106,19,the monthli amount is not that terribl and you will not pay anyth till 6month after finish school
0,19,4,ye last practic
0,32,8,how much did ur hdd case cost
1,136,26,urgent your mobil number ha been award with a prize guarante call 09058094455 from land line claim valid 12hr onli
0,52,13,takin a shower now but yeah i leav when i done
1,99,21,free entri into our weekli comp just send the word win to 80086 now 18 t c
0,54,13,you are gorgeou keep those pix cum thank you
1,152,31,as a valu custom i am pleas to advis you that follow recent review of your mob no you are award with a bonu prize call 09066368470
0,198,47,dear friend sorri for the late inform today is the birthday of our love for more detail log on to face book and see it hi number lt gt dont miss a delici treat
0,103,24,ill call u 2mrw at ninish with my address that icki american freek wont stop callin me 2 bad jen k eh
0,46,13,ye but i dont care i need you bad princess
1,151,33,u r a winner u ave been special select 2 receiv cash or a 4 holiday flight inc speak to a live oper 2 claim 18
0,23,8,think da you wil do
0,157,36,shit that is realli shock and scari cant imagin for a second def up for night out do u think there is somewher i could crash for night save on taxi
1,137,26,ur is current 500 pound to maxim ur now send go to 86688 onli cc 08718720201 po box
0,88,23,tunji how the queen how are you do thi is just wish you a great day abiola
0,145,36,geeee i miss you alreadi you know your all i can think about fuck i ca wait till next year when we will be togeth love kiss
0,36,8,k come to nordstrom when you done
0,132,35,i should add that i do realli care and if you ca i can at least get thi dude to fuck off but hey your money if you want it
0,35,12,vikki come around lt time gt
0,92,24,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso
0,22,7,oh is it which brand
0,30,5,those were my exact intent
0,32,11,how will i creep on you now
0,122,31,by the way i put a skip right outsid the front of the hous so you can see which hous it is just pull up befor it
0,74,22,i want kfc it tuesday onli buy 2 meal onli no gravi onli 2 mark 2
0,80,16,hey mr what the name of that bill brison book the one about languag and word
1,148,24,ur is current 500 pound to maxim ur now send cash to 86688 onli cc 08708800282
0,52,13,he did see hi shadow we get an earli spring yay
0,81,19,hi here have birth at on the to at 8lb 7oz mother and babi do brilliantli
1,118,23,great news call freefon 08006344447 to claim your guarante cash or gift speak to a live oper now
0,39,7,dear will call accomod
0,41,10,no current and food here i am alon also
0,148,37,u do know how stubborn i am i did even want to go to the hospit i kept tell mark i not a weak sucker hospit are for weak sucker
1,143,26,u have a secret admir who is look 2 make contact with out who they r reveal who think ur so on
0,22,6,do not b late love mum
0,49,14,then we wait 4 u lor no need 2 feel bad lar
0,126,35,i will reach offic around lt decim gt amp my mobil have problem you can get my voic so call you asa i free
0,65,14,pl speak with me i wont ask anyth other then you friendship
0,64,16,is your hamster dead hey so tmr i meet you at 1pm orchard mrt
0,33,8,i am at a parti with alex nichol
0,37,11,dunno dat wat he told me ok lor
0,91,19,dai i download but there is onli exe file which i can onli run that exe after instal
0,131,34,hi it kate how is your even i hope i can see you tomorrow for a bit but i have to bloodi babyjontet txt back if u can xxx
0,53,11,i have a rather promin bite mark on my right cheek
0,49,12,but i juz rememb i got ta bath my dog today
0,40,11,am okay will soon be over all the best
0,290,68,for you inform ikea is spell with all cap that is not yell when you thought i had left you you were sit on the bed among the mess when i came in i said we were go after you got home from class pleas do tri and bullshit me it make me want to listen to you less
1,157,27,congrat nokia 3650 video camera phone is your call 09066382422 call cost 150ppm ave call 3min vari from mobil close 300603 post bcm4284 ldn wc1n3xx
0,28,6,aaooooright are you at work
0,76,21,short but cute be a good person but dont tri to prove it noon
0,29,7,yeah but which is wors for i
0,90,19,yo chad which gymnast class do you wan na take the site say christian class is full
0,65,14,look like you found someth to do other than smoke great job
1,161,29,from next month get upto 50 more call 4 ur standard network charg 2 activ call 9061100010 c 1st4term pobox84 m26 3uz cost min mobcudb more
0,27,5,aight well keep me inform
0,47,11,sac will score big is set batsman
0,33,9,well she in for a big surpris
0,67,14,have you emigr or someth ok mayb wa a bit hope
0,32,8,hope you are have a great day
0,92,23,aight text me when you back at mu and i swing by need somebodi to get the door for me
0,15,4,noth can
0,144,34,how my loverboy do what doe he do that keep him from come to hi queen hmmm doe he ach to speak to me miss me despar
1,112,22,call 09095350301 and send our girl into erot ecstaci just to stop text call 08712460324 nat rate
0,142,35,hello no news on job they are make me wait a fifth week yeah im up for some woozl and weasel in exet still but be home about 3
0,37,9,are you in town thi is import
0,26,6,then dun wear jean lor
1,152,27,custom servic announc we recent tri to make a deliveri to you but were unabl to do so pleas call 07090298926 to
0,67,17,i love to cuddl i want to hold you in my strong arm right now
0,149,28,yeh i am def up4 someth sat just got payed2day i havbeen given pay rise 4mi work havebeen made 2i am feelingood luv
0,14,3,no b4 thursday
0,26,5,nt joke serious i told
0,103,17,leav to qatar tonit in search of an went add me in ur prayer
0,28,7,will be septemb by then
1,74,16,kit strip you have been bill 150p netcollex po box 1013 ig11 oja
0,132,29,the ga station is like a block away from my hous you drive right by it sinc armenia end at swann and you have to take howard
0,46,10,they r give a second chanc to rahul dengra
0,75,17,dont know support ass and srt i thnk i think ps3 can play through usb too
0,111,24,have heard anyth and he not answer my text so i guess he flake that said the jb is fantast
0,123,33,ha both of us do e same thing but i got tv 2 watch u can thk of where 2 go tonight or u alreadi haf smth in mind
0,35,13,we live in the next lt gt min
0,23,6,wa it someth u ate
0,32,8,i want to lick your pussi now
0,73,18,babe you said 2 hour and it been almost 4 is your internet down
0,44,11,hey i book the 2 lesson on sun liao
0,65,18,got fujitsu ibm hp toshiba got a lot of model how to say
0,36,8,aight do you still want to get money
0,109,25,hope thi text meet you smile if not then let thi text give you a reason to smile have a beauti day
0,139,23,we are pleas to inform that your applic for airtel broadband is process success your instal will happen within 3 day
0,129,30,hi babe it me thank for come even though it didnt go that well i just want my bed hope to see you soon love and kiss xxx
0,70,16,how did you find out in a way that did includ all of these detail
1,151,34,bear pic nick and tom pete and dick in fact all type tri gay chat with photo upload call 08718730666 2 stop text call 08712460324
0,82,22,thk shld b can ya i wana go 4 lesson haha can go for one whole stretch
0,30,11,i in a movi call me 4 wat
0,62,17,dunno lei i thk mum lazi to go out i neva ask her yet
0,53,13,as in missionari hook up doggi hook up stand
0,154,40,are you happi babi are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss
1,153,32,join the uk horniest dog servic and u can have sex 2nite just sign up and follow the instruct txt entri to 69888 now 150p
0,50,11,we stop to get ice cream and will go back after
0,102,26,no da he is stupid da alway send like thi don believ ani of those is a mental
1,145,28,hard live 121 chat just choos your girl and connect live call 09094646899 now cheap chat uk biggest live servic vu bcm1896wc1n3xx
0,37,9,i think steyn sure get one wicket
0,65,17,u studi in sch or go home anyway i b go 2 sch later
0,54,13,yar i tot u knew di would happen long ago alreadi
0,104,21,mind blastin no more tsunami will occur from now on rajnik stop swim in indian ocean
1,152,28,romcapspam everyon around should be respond well to your presenc sinc you are so warm and outgo you are bring in a real breath of sunshin
0,36,10,den wat will e schedul b lk on sun
0,77,20,no problem babi is thi is a good time to talk i call and left a messag
0,63,15,ü say until like dat i dun buy ericsson oso can not oredi lar
0,28,8,thnx dude u guy out 2nite
0,155,37,hello how you and how did saturday go i wa just text to see if you decid to do anyth tomo not that i tri to invit myself or anyth
0,22,10,wait lt gt min
0,22,6,you still at the game
0,50,12,it a great day do have yourself a beauti one
1,160,30,am new 2 club dont fink we met yet will b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x lkpobox177hp51fl
0,87,23,sorri da i wa thought of call you lot of time lil will call you at noon
0,39,11,argh whi the fuck is nobodi in town
0,70,16,got it it look scrumptiou daddi want to eat you all night long
0,221,47,i sent my score to sopha and i had to do secondari applic for a few school i think if you are think of appli do a research on cost also contact joke ogunrind her school is one me the less expens one
1,96,18,a link to your pictur ha been sent you can also use http
0,33,8,that good becaus i need drug
0,77,20,ugh it been a long day i exhaust just want to cuddl up and take a nap
0,144,29,they have a thread on the wishlist section of the forum where ppl post nitro request start from the last page and collect from the bottom up
0,14,5,wat r u do
0,88,15,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean same here
0,128,23,god pick up a flower and dippeditinadew lovingli touch itwhichturnedinto u and the he gift tomeandsaid thi friend is 4u
0,63,17,if you not in my car in an hour and a half i go apeshit
0,34,5,univers of southern california
0,65,17,meet u is my work tel me when shall i do my work tomorrow
0,112,25,so there a ring that come with the guy costum it there so they can gift their futur yowif hint hint
0,39,9,there is a first time for everyth
0,35,12,miss ya need ya want ya love ya
0,26,6,i thought slide is enough
0,158,37,hi darlin how wa work did u get into troubl ijust talk to your mum all morn i had a realli good time last night im goin out soon but call me if u can
0,66,17,that cool he be here all night lem me know when you around
0,75,18,yo you gon na still be in stock i tri to get a dubsack
0,153,32,beauti truth express of the face could be seen by everyon but the depress of heart could be understood onli by the love one gud ni8
0,84,20,lol that differ i do go tri to find everi real life photo you ever took
0,32,4,were somewher on fredericksburg
0,25,6,she doesnt need ani test
0,89,17,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk
0,36,12,i in offic now da where are you
0,51,13,inde and by the way it wa either or not both
0,41,9,aight will do thank again for comin out
0,42,8,updat your face book statu frequent
0,62,15,how is your schedul next week i am out of town thi weekend
0,18,4,watch tv lor
0,23,7,ew are you one of them
0,129,27,no it wa cancel yeah babi well that sound import so i understand my darlin give me a ring later on thi fone love kate x
0,39,11,call me da i am wait for your call
0,71,19,i can but it will tell quit long co i have finish my film yet
0,19,6,er yep sure prop
1,163,29,import inform 4 orang user 0789xxxxxxx today is your lucki day 2find out whi log onto http there a fantast surpris await you
0,41,11,later i guess i needa do mcat studi too
0,70,15,nimbomson yep phone know that one obvious co that a real word
0,57,13,i doubt you could handl 5 time per night in ani case
0,185,44,i sorri i join the leagu of peopl that dont keep in touch you mean a great deal to me you have been a friend at all time even at great person cost do have a great
0,56,9,sound like someth that someon test me would sayi
0,160,28,we regret to inform u that the nh ha made a were never actual report 2 yor local hospit 2b r sorri 4 the inconveni
0,83,18,i just realli need shit befor tomorrow and i know you wo be awak befor like 6
0,9,3,ok lor
0,175,39,great i wa get worri about you just know that a wonder and care person like you will have onli the best in life know that u r wonder and god love is your
0,114,25,ah poor babi hope urfeel bettersn luv probthat overdos of work hey go care spk 2 u sn lot of lovejen xxx
0,63,14,exactli anyway how far is jide her to studi or just visit
0,37,9,when are you go to ride your bike
0,43,11,if you r home then come down within 5 min
0,45,9,and he appar bff with carli quick now
0,80,18,hey so thi sat are we go for the intro pilat onli or the kickbox too
0,26,12,ye sura in sun tv lol
0,22,6,i dled 3d it veri imp
0,28,7,oh i will come tomorrow
0,72,19,i go 4 lunch now wif my famili then aft dat i go str 2 orchard lor
0,26,9,oh ya ya i rememb da
0,40,11,dunno he ju say go lido same time 930
0,32,8,pl send me the correct name da
0,41,15,x2 lt gt are you go to get that
0,51,13,ill be at your in about 3 min but look out for me
0,145,32,and smile for me right now as you go and the world will wonder what you are smile about and think your crazi and keep away from you grin
0,42,13,ye that will be fine love you be safe
0,123,34,the length is e same but e top shorter n i got a fring now i thk i not go liao too lazi dun wan 2 distract u also
0,41,11,guessin you ai gon na be here befor 9
0,34,10,i dun believ i thk u told him
0,154,37,oh my love it soooo good to hear from you omg i miss you so much today i sorri your have problem with the provid but thank you for tming me
0,138,40,ok that would b love if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about
0,38,9,speak of doe he have ani cash yet
0,20,5,i know she call me
1,139,26,ur is current 500 pound to maxim ur now send cash to 86688 onli cc 08718720201 po box
0,375,88,do whatev you want you know what the rule are we had a talk earlier thi week about what had to start happen you show respons yet everi week it can i bend the rule thi way what about that way do whatev i tire of have thia same argument with you everi week and a lt gt movi doesnt inlud the preview you still get in after 1
0,81,23,okay name ur price as long as it legal wen can i pick them up y u ave x am xx
0,111,27,hey i miss you tm of last night as my phone wa on the charg smile i am meet a friend shortli
0,94,20,it doesnt make sens to take it there unless it free if you need to know more
0,23,7,did you see that film
0,201,48,i done i sorri i hope your next space give you everyth you want rememb all the furnitur is your if i not around when you move it just lock all the lock and leav the key with jenn
0,37,10,oh ic i thought you meant mari jane
0,89,29,it é onli 140 ard é rest all ard 180 at least which is é price 4 é 2 bedrm 900
1,145,30,you are a winner u have been special select 2 receiv cash or a 4 holiday flight inc speak to a live oper 2 claim 0871277810810
0,26,7,k still are you love me
0,40,7,otherwis had part time job
0,27,6,do project w fren lor
0,75,17,love it the girl at the offic may wonder whi you are smile but sore
0,124,31,pl what the full name of joke school co fee in univers of florida seem to actual be lt gt pl holla back
0,52,13,and whenev you and i see we can still hook up too
0,51,12,you gon na have to be way more specif than that
0,47,9,sday onli train we start today
0,107,25,ye we were outsid for like 2 hour and i call my whole famili to wake them up caus it start at 1 am
0,54,12,thankyou so much for the call i appreci your care
1,156,28,thank for your rington order ref number k718 your mobil will be charg should your tone not arriv pleas call custom servic on 09065069120
0,33,10,ok then i come n pick u at engin
0,116,25,and also i sorta blown him off a coupl time recent so id rather not text him out of the blue look for weed
0,84,22,u horribl gal u knew dat i wa go out wif him yest n u still come n ask me
0,32,9,aight fuck it i get it later
0,59,13,do u still have plumber tape and a wrench we could borrow
0,117,22,usual the person is unconsci that in children but in adult they may just behav abnorm call you now
0,26,8,ok omw now you at castor
0,22,8,lil fever now fine
0,65,15,tell dear what happen to you whi you talk to me like an alian
0,52,11,i dont want to hear philosophi just say what happen
1,159,34,urgent ur award a complimentari trip to eurodisinc trav aco entry41 or to claim txt di to 87121 morefrmmob shracomorsglsuplt 10 ls1 3aj
0,37,10,dont talk to him ever ok it my word
0,3,2,ok
0,69,17,what do u reckon as need 2 arrang transport if u ca do it thank
0,47,13,i m go to tri for 2 month ha ha onli joke
1,158,30,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minut to ani mobil 100 free text free camcord repli or call 08000930705
0,81,20,i luv u soo much u understand how special u r 2 me ring u 2morrow luv u xxx
0,415,115,no i did mean to post it i wrote it and like so mani other time i ritten stuff to you i let it sit there it wa what i wa feel at the time i wa angri befor i left i hit send then stop it wa there i check on my phone when i got to my car it wa there you said you did sleep you were bore so whi would that be the time to clean fold laundri at least make the bed
0,30,8,am in film ill call you later
0,46,14,i might go 2 sch yar at e salon now v bore
0,45,15,ok ill send you with in lt decim gt ok
0,160,42,yup he msg me is tat yiju then i tot it my group mate co we meet today mah i askin if ü leav earlier or wat mah co mayb ü haf to walk v far
1,153,30,dear dave thi is your final notic to collect your 4 tenerif holiday or 5000 cash award call 09061743806 from landlin tc sae box326 cw25wx 150ppm
0,11,4,lmao nice 1
1,116,25,sppok up ur mob with a halloween collect of nokia logo pic messag plu a free eeri tone txt card spook to 8007
0,61,15,how come she can get it should b quit diff to guess rite
0,59,15,there the size of eleph tablet u shove um up ur ass
0,34,8,ok lor ü reach then messag me
0,46,15,k k whi cant you come here and search job
1,143,25,dear u been invit to xchat thi is our final attempt to contact u txt chat to 86688 ldn 18 yr
0,70,17,omg i want to scream i weigh myself and i lost more weight woohoo
0,47,11,alright i make sure the car is back tonight
0,45,8,simpli sit and watch match in offic
1,173,32,forward from 21870000 hi thi is your mailbox messag sm alert you have 40 match pleas call back on 09056242159 to retriev your messag and match
0,51,14,i guess you could be as good an excus as ani lol
1,149,28,xxxmobilemovieclub to use your credit click the wap link in the next txt messag or click here http
0,54,12,shuhui ha bought ron present it a swatch watch
1,122,26,for ur chanc to win a cash everi wk txt action to t c custcar 08712405022
0,28,6,did u got that person stori
0,44,10,no but we do medic mission to nigeria
0,151,35,i take it the post ha come then you must have 1000 of text now happi read my one from wiv hello carolin at the end is my favourit bless him
0,53,13,i not free today i haf 2 pick my parent up tonit
0,50,18,hey you can pay with salari de onli lt gt
0,30,5,come back to tampa ffffuuuuuuu
0,156,40,yo do you know anyon lt gt or otherwis abl to buy liquor our guy flake and right now if we do get a hold of somebodi it just 4 loko all night
1,109,20,free msg rington from http wml 37819
0,35,8,fuuuuck i need to stop sleepin sup
0,56,15,can u look 4 me in da lib i got stuff havent finish yet
0,26,7,ya that one is slow as poo
0,41,12,in e msg ju now u said thank for gift
0,58,15,ask do u knw them or nt may be ur frnd or classmat
0,116,29,hmm dunno leh mayb a bag 4 goigng out dat is not too small or ju anyth except perfum smth dat i can keep
0,95,24,wow so healthi old airport rd lor cant thk of anyth els but i b bath my dog later
0,83,18,they do put that stuff on the road to keep it from get slipperi over there
0,160,41,aiyo u alway c our ex one i dunno abt mei she haven repli first time u repli so fast y so lucki not workin huh got bao by ur sugardad ah gee
0,28,8,ok that great thanx a lot
0,89,24,sorri i call later in meet ani thing relat to trade pleas call arul lt gt
0,38,9,idea will soon get convert to live
0,23,5,lookin strong
0,43,11,cool what time you think you can get here
0,48,12,he also know about lunch menu onli da i know
0,45,14,and pop lt gt ibuprofen wa no help
0,84,23,same as u dun wan y u dun like me alreadi ah wat u do now still eat
0,70,16,damn can you make it tonight or do you want to just wait til tomorrow
0,70,13,i remain unconvinc that thi is an elabor test of my willpow
0,37,9,hey you told your name to gautham ah
0,85,20,lt gt great loxahatche xma tree burn updat you can total see star here
0,62,13,lol no just tri to make your day a littl more interest
1,152,34,last chanc claim ur worth of discount voucher today text shop to 85023 now savamob offer mobil t cs savamob pobox84 m263uz sub 16
0,89,21,yeah so basic ani time next week you can get away from your mom amp get up befor 3
0,156,38,hi dear call me it urgnt i do know what your problem you do want to work or if you have ani other problem at least tell me wate for your repli
0,30,9,at let go to bill miller
0,30,8,you dont know you jabo me abi
0,122,25,my pain person i alway tri to keep everybodi happi all the time but nobodi recognis me when i am alon
1,160,27,free msg we bill your mobil number by mistak from shortcod call 08081263000 to have charg call will be free from a bt landlin
0,51,12,sorri i miss your call can you pleas call back
0,24,6,we still on for tonight
0,60,15,did you get ani gift thi year i didnt get anyth so bad
0,43,11,hey are we go for the lo lesson or gym
0,37,12,not to worri i sure you get it
0,136,37,your opinion about me over jada kusruthi lovabl silent spl charact not matur stylish simpl pl repli
0,25,5,u buy newspap alreadi
0,65,13,send you greet of joy and happi do have a gr8 even
1,156,34,for take part in our mobil survey yesterday you can now have 500 text 2 use howev you wish 2 get txt just send txt to 80160 t c
0,46,11,do u noe how 2 send file between 2 comput
0,48,11,ha ha ha good joke girl are situat seeker
0,185,38,in xam hall boy ask girl tell me the start term for di answer i can den manag on my own after lot of hesit n lookin around silent she said the intha ponnungal ipaditan
1,162,31,free for 1st week no1 nokia tone 4 ur mobil everi week just txt nokia to 8077 get txting and tell ur mate pobox 36504 w45wq
1,147,31,free for 1st week no1 nokia tone 4 ur mob everi week just txt nokia to 87077 get txting and tell ur mate zed pobox 36504 w45wq
0,104,24,ye he is realli great bhaji told kalli best cricket after sachin in world tough to get out
0,157,38,hard but true how much you show amp express your love to someon that much it will hurt when they leav you or you get seper 〨ud even
0,41,12,ok da i alreadi plan i wil pick you
0,71,16,mm not entir sure i understood that text but hey ho which weekend
0,40,9,da is good good he is unsold
0,152,40,babe what are you do where are you who are you talk to do you think of me are you be a good boy are you miss me do you love me
0,27,8,super msg da nalla time
1,157,31,our brand new mobil music servic is now live the free music player will arriv shortli just instal on your phone to brows content from the top artist
0,24,6,how much are we get
0,32,8,horribl bf i now v hungri
1,155,28,we tri to contact you re our offer of new video phone 750 anytim ani network min half price rental camcord call 08000930705 or repli for deliveri wed
0,88,21,hi darlin im on helen fone im gon na b up the princ 2 nite pleas come up tb love kate
0,35,9,yeah whi not is the gang all readi
0,56,13,pick you up bout what time are and that go
0,27,7,i leav my hous now
1,157,32,5 free top polyphon tone call 087018728737 nation rate get a toppoli tune sent everi week just text subpoli to 81618 per pole unsub 08718727870
0,12,4,same to u
0,26,8,hmph go head big baller
0,122,28,how have your littl darl been so far thi week need a coffe run tomo ca believ it that time of week alreadi
0,95,21,so how scotland hope you are not over show your jjc tendenc take care live the dream
0,23,7,nah i a perpetu dd
0,26,7,i am go to bed now prin
0,204,69,no dude it not fake my frnd got money tht y i reffer u if u member wit my mail link u vl be credit lt gt rs and il be geti lt gt rs i can draw my acc wen it is lt gt rs
0,68,16,aiyah sorri lor i watch tv watch until i forgot 2 check my phone
0,27,7,lmao you know me so well
0,51,11,i place all ur point on e cultur modul alreadi
0,126,31,no we sell it all so we have ton if coin then sell our coin to someon thru paypal voila money back in life pocket
0,25,7,india have to take lead
0,23,6,we have pizza if u want
0,41,12,you made my day do have a great day too
0,45,9,mm have some kanji dont eat anyth heavi ok
1,153,27,dear voucher holder have your next meal on us use the follow link on your pc 2 enjoy a 2 4 1 dine experiencehttp
0,31,6,mum not go robinson alreadi
0,29,7,no problem talk to you later
0,34,10,there may be a free gym about
0,157,36,that would be great we be at the guild could meet on bristol road or somewher will get in touch over weekend our plan take flight have a good week
0,43,13,yar lor how u noe u use dat rout too
0,38,8,except there a chick with huge boob
0,126,27,what can i do might accid tookplac between somewher ghodbandar rd traffic move slove so plz slip amp do worri
0,114,24,i think you should go the honesti road call the bank tomorrow it the tough decis that make us great peopl
1,108,23,sunshin quiz win a super soni dvd record if you cannam the capit of australia text mquiz to b
0,43,12,am also do in cbe onli but have to pay
0,31,9,wat da model num of ur phone
0,101,22,to the wonder okor have a great month we cherish you guy and wish you well each day mojibiola
0,46,12,fyi i at usf now swing by the room whenev
0,104,24,can you let me know detail of fri when u find out co i not in tom or mention chines thank
0,41,11,same as kalli dismissi in 2nd test
0,29,8,nope i still in the market
0,63,15,yar lor actual we quit fast co da ge slow wat haha
1,48,10,you have 1 new messag pleas call 08712400200
0,35,9,u will switch your fone on dammit
0,83,20,lol i know hey someon did a great inperson of flea on the forum i love it
0,28,7,were gon na go get some taco
0,96,21,hey sathya till now we dint meet not even a singl time then how can i saw the situat sathya
0,60,16,i want to be there so i can kiss you and feel you next to me
0,54,13,u reach orchard alreadi u wan 2 go buy ticket first
0,35,8,ü dun wan to watch infern affair
0,28,8,love you aathi love u lot
0,45,12,so u wan 2 come for our dinner tonight a not
0,22,7,is xy go 4 e lunch
0,72,18,just sent you an email to an address with incomm in it is that right
0,87,22,aah a cuddl would be lush i need lot of tea and soup befor ani kind of fumbl
0,175,39,nt onli for drive even for mani reason she is call bbd tht it chikku then hw abt dvg cold heard tht vinobanagar violenc hw is the condit and hw ru ani problem
0,83,19,alright thank for the advic enjoy your night out tri to get some sleep
0,126,29,thing r good thanx got exam in march ive done no revis is fran still with boyf ive got ta interviw 4 exet bit worri x
0,112,22,they releas vday shirt and when u put it on it make your bottom half nake instead of those white underwear
0,57,13,omw back to tampa from west palm you hear what happen
0,70,18,good morn at the repair shop the onli reason i up at thi hour
0,28,7,then whi you came to hostel
0,130,32,my parent my kidz my friend n my colleagu all scream surpris and i wa wait on the sofa nake
1,74,16,it to your 500 free text messag are valid until 31 decemb 2005
1,154,34,sex up ur mobil with a free sexi pic of jordan just text babe to then everi wk get a sexi celeb 4 more pic 16 087016248
1,150,25,congratul ur award either of cd gift voucher free entri 2 our weekli draw txt music to 87066 tnc 1 win150ppmx3age16
0,118,26,kind of took it to garag centr part of exhaust need replac part order n take it to be fix tomo morn
